Author,Rating,Review Text,Review Text Length,Word Count,Avg Word Length,Rating Binary,Sentiment Polarity,Sentiment
Xiaodan Zhang,1,counter name jenni rude irrespons abl give appropri instruct custom mail passport visa center first time even though doublecheck beforehand found someth right afterward said custom thing anyway noth custom ask otherwis wont give instruct detail dont think understand import passport everyon doesnt care custom shirk respons blame other,335,49,5.857142857142857,0,0.002142857142857135,neutral
Manik Mahajan,5,staff help would recommend send document staff alreadi awar differ envelop use send document,92,14,5.642857142857143,1,0.0,neutral
Karim Beydoun,4,employe line big special peak hour consid ad employe speed servic otherwis good post servic expect,98,16,5.1875,1,0.3523809523809524,positive
Lakhvirkaur,1,ridicul experi receiv item day havent receiv item call custom servic said sender claim dont need money need item bad deliveri servic canada post item return back sender address day least noth done like unsatisfi servic never choos canada post ever send item never ever updat lost bag never receiv lost forev,307,52,4.923076923076923,0,-0.33333333333333326,negative
Tirupathi Rao Papeneni,5,good busi spot kind slow employe mid work good,46,9,4.222222222222222,1,0.33999999999999997,positive
Mai Omran,4,bit slow line process employe friendli help effici,50,8,5.375,1,-0.30000000000000004,negative
Hiten Patel,1,extrem worst canadian post servic till date life guy glass ignor queri behav like get store unexpect behavior howev question solv polit staff jean cout canadian post,165,27,5.148148148148148,0,-1.0,negative
Marie O,1,pr card stolen pleas help left card counter use piec id came back next day nowher found peopl work say didnt see someon must found taken emerg trip go see rel die need card return canada strand unabl reenter week without found pleas give back,242,45,4.4,0,0.0,neutral
G N,1,worst custom servic experi ever employe assist certain age incred rude shock start rais voic friday afternoon behavior complet unprofession unaccept,148,21,6.095238095238095,0,-0.3619047619047619,negative
Stephanie Rao,1,came pm offici open time ladi arriv took time open cashier okay understand cant wait leav came afternoon pm dont let cuz close cashier sharp pm much peopl front that ridicul,173,31,4.612903225806452,0,0.11499999999999999,neutral
M A,1,bad servic dont even go u want reciv send money via moneygram first rude respect second alway dont cash give transact,117,21,4.619047619047619,0,-0.18749999999999994,neutral
Harshil Soni,1,branch isnt keep custom desk hardli one person work line servic,63,11,4.818181818181818,0,0.0,neutral
M V,4,juli th around pm employe name latifa go canada post quit often entir staff extrem friendli except one ladi feel rest staff compens rude clearli made custom servic never fail write review today one extra sass didnt feel like deal honesti attitud incomprehens find reason start argument start fight feel wit custom well cant person reason toward canada post help friendli staff except elderli ladi total side note switch english french even though speak english start english want get sassi switch french realli wish would get differ job contact peopl like stock shelv someth,574,94,5.117021276595745,1,-0.005555555555555554,neutral
Nabeel Ali,1,unreal place allow function way peopl behind counter yet serv custom there line peopl minut wait time pick packag absolut unreal,128,21,5.142857142857143,0,-0.4,negative
Richard Boivin,1,old man serv extrem slow rude whole process save headach go somewher els,72,13,4.615384615384615,0,-0.075,neutral
strat19931,1,line least minut due slow semicompet servic one person counter workne peopl time minimum custom also tri idiot speed thing along,128,21,5.142857142857143,0,-0.38125000000000003,negative
M F,5,sharuyan amaz patient help mani packag great employe,52,8,5.625,1,0.8,positive
Lea Tewfik,1,wait minut line make return got serv rudest person ever seen,60,11,4.545454545454546,0,0.0,neutral
Rami brm,1,custom servic post terribl adam agent charg respect shoot reason gave good lesson respect complaint onlin hope guy canada post improv servic adam return home learn commun respect societi go work adam fire,204,33,5.212121212121212,0,0.19999999999999998,neutral
Megan Yang,1,staff kept roll eyebal frown everybodi reason yell poor guy thing ask turn give address ask dont measur packag type went what problem like ignor ask one colleagu came made suggest tell would cheaper choos use prepaid box got chanc respond ladi yell let finish work dont interrupt brought question everyon surpris left leav full question head dont know annoy fill address heard yell like your bossdont talk appar colleagu tri start convers attitud fantast,454,75,5.066666666666666,0,-0.01666666666666668,neutral
luojihencha WhyYouCare,1,writen bad review last time high ga price went canada post staff keep roll eyebal ask simpl question like price regist mail ask dont know annoy attitud fantast fantast eyebal roll,179,31,4.806451612903226,0,-0.17999999999999994,neutral
B.E.L,2,wait line patient listen guy employeerep thing second time custom front custom look confus sad came way post packag guy keep repeat take packag press paper stronger letter copi would visibl custom sad oh realli could simpli tell rewrit paper tabl side close counter involv tri explain doesnt go back home could write guy disturb almost chew said madam take time wait turn pleas unkind dushbag instead repeat useless explan someth problem solv thought howev could said tri help sir btw custom wait line behind slow unkind servic,527,88,5.0,0,-0.31428571428571433,negative
Loc Yavercovski,5,went first time sinc sinc canada post monk close went send intern packag asian ladi help think first time deal canada post employe nice polit will help decid write review,170,30,4.7,1,0.275,positive
Hien and Huy Vu,1,bad servic staff work friday juli rude friendli,47,8,5.0,0,-0.4999999999999999,negative
Jessica Wu,5,appreaci fact post offic longer hour post offic packag got sent locat pickup super happi fit busi daytim schedul staff help deserv respect hardwork two week ago tri go find limit edit stamp although run stamp look staff tri assist much could,241,42,4.761904761904762,1,0.3111111111111111,positive
Jo M,5,realli great servic unlik lot canada post counter montreal fast effici ladi extrem servic mind time lucki attend spectacl thin short ladi realli nice dont know name like machin amaz,181,30,5.066666666666666,1,0.24,positive
Mouris Khouri,4,good canada post branch place clean well organ employe nice see right away best order serv client better servic fee cours like branch least offer fast reliabl servic realli profession team good manag,199,33,5.0606060606060606,1,0.45026455026455026,positive
CaCaDamz,1,understand place get busi line up howev call answer im less custom need talk rush rude manner might side counter doesnt mean cant help rule manner woman spoke flat hung wow grade servic,185,33,4.636363636363637,0,-0.14083333333333334,neutral
Lauren Lin,5,fast servic drope return wifi modem today read review pretti worri itll take long done minut white young guy sri dont know name friendli effici,143,25,4.76,1,0.0625,neutral
fahime heydari,1,worst staff ever leav home mind earli get parcel sent work guy counter soooooo slow motion end leav without get packag sent extrem incompet staff guess take hate work test hire peopl incompet incompet incompet,209,35,5.0,0,-0.7000000000000001,negative
13APHOMET CHANNELLING,5,name michael client lcatin fr yr includ ther lcatin niclett manag abslut great well staff,89,15,5.0,1,0.8,positive
Emilia Lu,1,unbeliev attitud everyth work smoothli last time pick packag time old ladi refus give packag although physic passport wonder due discrimin issu terribl servic would rather return packag went ask name nikolai unlik guy glass friendli,232,36,5.472222222222222,0,-0.008333333333333331,neutral
Guo Tang,1,paid dollar sent packag receiv discrimin staff wonder money use pay peopl food good way wast food though feel even wors pay tax canada post canada worst,152,27,4.666666666666667,0,-0.15000000000000002,neutral
